frame,houdini_frame,point_id,x,y,z,u,purity,intensity
35,35,28,0.641994,-0.805035,0.495867,0.571429,0.424373,0.351623
35,35,29,0.664923,-0.833786,0.513577,0.591837,0.424373,0.349025
35,35,30,0.687851,-0.862538,0.531286,0.612245,0.424373,0.346427
35,35,31,0.710779,-0.891289,0.548996,0.632653,0.424373,0.343829
35,35,32,0.733708,-0.920040,0.566705,0.653061,0.424373,0.341230
35,35,33,0.756636,-0.948792,0.584415,0.673469,0.424373,0.338632
35,35,34,0.779564,-0.977543,0.602124,0.693878,0.424373,0.336034
35,35,35,0.802493,-1.006294,0.619834,0.714286,0.424373,0.333436
35,35,36,0.825421,-1.035045,0.637543,0.734694,0.424373,0.330838
35,35,37,0.848349,-1.063797,0.655253,0.755102,0.424373,0.328239
35,35,38,0.871278,-1.092548,0.672963,0.775510,0.424373,0.325641
35,35,39,0.894206,-1.121299,0.690672,0.795918,0.424373,0.323043
35,35,40,0.917135,-1.150050,0.708382,0.816327,0.424373,0.320445
35,35,41,0.940063,-1.178802,0.726091,0.836735,0.424373,0.317847
35,35,42,0.962991,-1.207553,0.743801,0.857143,0.424373,0.315248
35,35,43,0.985920,-1.236304,0.761510,0.877551,0.424373,0.312650
35,35,44,1.008848,-1.265055,0.779220,0.897959,0.424373,0.310052
35,35,45,1.031776,-1.293807,0.796929,0.918367,0.424373,0.307454
35,35,46,1.054705,-1.322558,0.814639,0.938776,0.424373,0.304856
35,35,47,1.077633,-1.351309,0.832348,0.959184,0.424373,0.302257
35,35,48,1.100561,-1.380060,0.850058,0.979592,0.424373,0.299659
35,35,49,1.123490,-1.408812,0.867767,1.000000,0.424373,0.297061
36,36,0,0.000000,-0.000000,0.000000,0.000000,0.413808,0.413808
36,36,1,0.027001,-0.024615,0.018193,0.020408,0.413808,0.411275
36,36,2,0.054003,-0.049230,0.036387,0.040816,0.413808,0.408741
36,36,3,0.081004,-0.073845,0.054580,0.061224,0.413808,0.406208
36,36,4,0.108005,-0.098460,0.072774,0.081633,0.413808,0.403674
36,36,5,0.135007,-0.123075,0.090967,0.102041,0.413808,0.401141
36,36,6,0.162008,-0.147690,0.109160,0.122449,0.413808,0.398607
36,36,7,0.189010,-0.172305,0.127354,0.142857,0.413808,0.396073
36,36,8,0.216011,-0.196920,0.145547,0.163265,0.413808,0.393540
36,36,9,0.243012,-0.221535,0.163741,0.183673,0.413808,0.391006
36,36,10,0.270014,-0.246150,0.181934,0.204082,0.413808,0.388473
36,36,11,0.297015,-0.270765,0.200127,0.224490,0.413808,0.385939
36,36,12,0.324016,-0.295380,0.218321,0.244898,0.413808,0.383406
36,36,13,0.351018,-0.319995,0.236514,0.265306,0.413808,0.380872
36,36,14,0.378019,-0.344610,0.254708,0.285714,0.413808,0.378339
36,36,15,0.405021,-0.369225,0.272901,0.306122,0.413808,0.375805
36,36,16,0.432022,-0.393840,0.291094,0.326531,0.413808,0.373272
36,36,17,0.459023,-0.418455,0.309288,0.346939,0.413808,0.370738
36,36,18,0.486025,-0.443070,0.327481,0.367347,0.413808,0.368205
36,36,19,0.513026,-0.467685,0.345675,0.387755,0.413808,0.365671
36,36,20,0.540027,-0.492300,0.363868,0.408163,0.413808,0.363138
36,36,21,0.567029,-0.516915,0.382061,0.428571,0.413808,0.360604
36,36,22,0.594030,-0.541530,0.400255,0.448980,0.413808,0.358071
36,36,23,0.621032,-0.566145,0.418448,0.469388,0.413808,0.355537
36,36,24,0.648033,-0.590760,0.436642,0.489796,0.413808,0.353004
36,36,25,0.675034,-0.615375,0.454835,0.510204,0.413808,0.350470
36,36,26,0.702036,-0.639990,0.473028,0.530612,0.413808,0.347937
36,36,27,0.729037,-0.664605,0.491222,0.551020,0.413808,0.345403
36,36,28,0.756038,-0.689220,0.509415,0.571429,0.413808,0.342870
36,36,29,0.783040,-0.713835,0.527609,0.591837,0.413808,0.340336
36,36,30,0.810041,-0.738450,0.545802,0.612245,0.413808,0.337803
36,36,31,0.837043,-0.763065,0.563995,0.632653,0.413808,0.335269
36,36,32,0.864044,-0.787680,0.582189,0.653061,0.413808,0.332735
36,36,33,0.891045,-0.812295,0.600382,0.673469,0.413808,0.330202
36,36,34,0.918047,-0.836910,0.618576,0.693878,0.413808,0.327668
36,36,35,0.945048,-0.861525,0.636769,0.714286,0.413808,0.325135
36,36,36,0.972049,-0.886140,0.654962,0.734694,0.413808,0.322601
36,36,37,0.999051,-0.910755,0.673156,0.755102,0.413808,0.320068
36,36,38,1.026052,-0.935370,0.691349,0.775510,0.413808,0.317534
36,36,39,1.053054,-0.959985,0.709543,0.795918,0.413808,0.315001
36,36,40,1.080055,-0.984600,0.727736,0.816327,0.413808,0.312467
36,36,41,1.107056,-1.009215,0.745929,0.836735,0.413808,0.309934
36,36,42,1.134058,-1.033830,0.764123,0.857143,0.413808,0.307400
36,36,43,1.161059,-1.058445,0.782316,0.877551,0.413808,0.304867
36,36,44,1.188060,-1.083060,0.800510,0.897959,0.413808,0.302333
36,36,45,1.215062,-1.107675,0.818703,0.918367,0.413808,0.299800
36,36,46,1.242063,-1.132290,0.836897,0.938776,0.413808,0.297266
36,36,47,1.269065,-1.156905,0.855090,0.959184,0.413808,0.294733
36,36,48,1.296066,-1.181520,0.873283,0.979592,0.413808,0.292199
36,36,49,1.323067,-1.206135,0.891477,1.000000,0.413808,0.289666
37,37,0,0.000000,-0.000000,0.000000,0.000000,0.403506,0.403506
37,37,1,0.030343,-0.019914,0.018674,0.020408,0.403506,0.401036
37,37,2,0.060685,-0.039828,0.037348,0.040816,0.403506,0.398565
37,37,3,0.091028,-0.059743,0.056022,0.061224,0.403506,0.396095
37,37,4,0.121371,-0.079657,0.074696,0.081633,0.403506,0.393625
37,37,5,0.151713,-0.099571,0.093370,0.102041,0.403506,0.391154
37,37,6,0.182056,-0.119485,0.112045,0.122449,0.403506,0.388684
37,37,7,0.212398,-0.139399,0.130719,0.142857,0.403506,0.386213
37,37,8,0.242741,-0.159314,0.149393,0.163265,0.403506,0.383743
37,37,9,0.273084,-0.179228,0.168067,0.183673,0.403506,0.381272
37,37,10,0.303426,-0.199142,0.186741,0.204082,0.403506,0.378802
37,37,11,0.333769,-0.219056,0.205415,0.224490,0.403506,0.376331
37,37,12,0.364112,-0.238970,0.224089,0.244898,0.403506,0.373861
37,37,13,0.394454,-0.258884,0.242763,0.265306,0.403506,0.371391
37,37,14,0.424797,-0.278799,0.261437,0.285714,0.403506,0.368920
37,37,15,0.455140,-0.298713,0.280111,0.306122,0.403506,0.366450
37,37,16,0.485482,-0.318627,0.298786,0.326531,0.403506,0.363979
37,37,17,0.515825,-0.338541,0.317460,0.346939,0.403506,0.361509
37,37,18,0.546167,-0.358455,0.336134,0.367347,0.403506,0.359038
37,37,19,0.576510,-0.378370,0.354808,0.387755,0.403506,0.356568
37,37,20,0.606853,-0.398284,0.373482,0.408163,0.403506,0.354097
37,37,21,0.637195,-0.418198,0.392156,0.428571,0.403506,0.351627
37,37,22,0.667538,-0.438112,0.410830,0.448980,0.403506,0.349157
37,37,23,0.697881,-0.458026,0.429504,0.469388,0.403506,0.346686
37,37,24,0.728223,-0.477941,0.448178,0.489796,0.403506,0.344216
37,37,25,0.758566,-0.497855,0.466852,0.510204,0.403506,0.341745
37,37,26,0.788909,-0.517769,0.485526,0.530612,0.403506,0.339275
37,37,27,0.819251,-0.537683,0.504201,0.551020,0.403506,0.336804
37,37,28,0.849594,-0.557597,0.522875,0.571429,0.403506,0.334334
37,37,29,0.879936,-0.577512,0.541549,0.591837,0.403506,0.331863
37,37,30,0.910279,-0.597426,0.560223,0.612245,0.403506,0.329393
37,37,31,0.940622,-0.617340,0.578897,0.632653,0.403506,0.326923
37,37,32,0.970964,-0.637254,0.597571,0.653061,0.403506,0.324452
37,37,33,1.001307,-0.657168,0.616245,0.673469,0.403506,0.321982
37,37,34,1.031650,-0.677083,0.634919,0.693878,0.403506,0.319511
37,37,35,1.061992,-0.696997,0.653593,0.714286,0.403506,0.317041
37,37,36,1.092335,-0.716911,0.672267,0.734694,0.403506,0.314570
37,37,37,1.122678,-0.736825,0.690941,0.755102,0.403506,0.312100
37,37,38,1.153020,-0.756739,0.709616,0.775510,0.403506,0.309629
37,37,39,1.183363,-0.776653,0.728290,0.795918,0.403506,0.307159
37,37,40,1.213706,-0.796568,0.746964,0.816327,0.403506,0.304688
37,37,41,1.244048,-0.816482,0.765638,0.836735,0.403506,0.302218
37,37,42,1.274391,-0.836396,0.784312,0.857143,0.403506,0.299748
37,37,43,1.304733,-0.856310,0.802986,0.877551,0.403506,0.297277
37,37,44,1.335076,-0.876224,0.821660,0.897959,0.403506,0.294807
37,37,45,1.365419,-0.896139,0.840334,0.918367,0.403506,0.292336
37,37,46,1.395761,-0.916053,0.859008,0.938776,0.403506,0.289866
37,37,47,1.426104,-0.935967,0.877682,0.959184,0.403506,0.287395
37,37,48,1.456447,-0.955881,0.896357,0.979592,0.403506,0.284925
37,37,49,1.486789,-0.975795,0.915031,1.000000,0.403506,0.282454
38,38,0,0.000000,-0.000000,0.000000,0.000000,0.393461,0.393461
38,38,1,0.032876,-0.014776,0.019152,0.020408,0.393461,0.391052
38,38,2,0.065753,-0.029553,0.038303,0.040816,0.393461,0.388643
38,38,3,0.098629,-0.044329,0.057455,0.061224,0.393461,0.386234
38,38,4,0.131505,-0.059105,0.076606,0.081633,0.393461,0.383825
38,38,5,0.164381,-0.073882,0.095758,0.102041,0.393461,0.381416
38,38,6,0.197258,-0.088658,0.114909,0.122449,0.393461,0.379007
38,38,7,0.230134,-0.103434,0.134061,0.142857,0.393461,0.376598
38,38,8,0.263010,-0.118211,0.153212,0.163265,0.393461,0.374190
38,38,9,0.295887,-0.132987,0.172364,0.183673,0.393461,0.371781
38,38,10,0.328763,-0.147764,0.191515,0.204082,0.393461,0.369372
38,38,11,0.361639,-0.162540,0.210667,0.224490,0.393461,0.366963
38,38,12,0.394516,-0.177316,0.229818,0.244898,0.393461,0.364554
38,38,13,0.427392,-0.192093,0.248970,0.265306,0.393461,0.362145
38,38,14,0.460268,-0.206869,0.268121,0.285714,0.393461,0.359736
38,38,15,0.493144,-0.221645,0.287273,0.306122,0.393461,0.357327
38,38,16,0.526021,-0.236422,0.306425,0.326531,0.393461,0.354918
38,38,17,0.558897,-0.251198,0.325576,0.346939,0.393461,0.352509
38,38,18,0.591773,-0.265974,0.344728,0.367347,0.393461,0.350100
38,38,19,0.624650,-0.280751,0.363879,0.387755,0.393461,0.347691
38,38,20,0.657526,-0.295527,0.383031,0.408163,0.393461,0.345282
38,38,21,0.690402,-0.310303,0.402182,0.428571,0.393461,0.342873
38,38,22,0.723278,-0.325080,0.421334,0.448980,0.393461,0.340464
38,38,23,0.756155,-0.339856,0.440485,0.469388,0.393461,0.338055
38,38,24,0.789031,-0.354632,0.459637,0.489796,0.393461,0.335646
38,38,25,0.821907,-0.369409,0.478788,0.510204,0.393461,0.333237
38,38,26,0.854784,-0.384185,0.497940,0.530612,0.393461,0.330829
38,38,27,0.887660,-0.398961,0.517091,0.551020,0.393461,0.328420
38,38,28,0.920536,-0.413738,0.536243,0.571429,0.393461,0.326011
38,38,29,0.953413,-0.428514,0.555394,0.591837,0.393461,0.323602
38,38,30,0.986289,-0.443291,0.574546,0.612245,0.393461,0.321193
38,38,31,1.019165,-0.458067,0.593698,0.632653,0.393461,0.318784
38,38,32,1.052041,-0.472843,0.612849,0.653061,0.393461,0.316375
38,38,33,1.084918,-0.487620,0.632001,0.673469,0.393461,0.313966
38,38,34,1.117794,-0.502396,0.651152,0.693878,0.393461,0.311557
38,38,35,1.150670,-0.517172,0.670304,0.714286,0.393461,0.309148
38,38,36,1.183547,-0.531949,0.689455,0.734694,0.393461,0.306739
38,38,37,1.216423,-0.546725,0.708607,0.755102,0.393461,0.304330
38,38,38,1.249299,-0.561501,0.727758,0.775510,0.393461,0.301921
38,38,39,1.282175,-0.576278,0.746910,0.795918,0.393461,0.299512
38,38,40,1.315052,-0.591054,0.766061,0.816327,0.393461,0.297103
38,38,41,1.347928,-0.605830,0.785213,0.836735,0.393461,0.294694
38,38,42,1.380804,-0.620607,0.804364,0.857143,0.393461,0.292285
38,38,43,1.413681,-0.635383,0.823516,0.877551,0.393461,0.289876
38,38,44,1.446557,-0.650159,0.842667,0.897959,0.393461,0.287467
38,38,45,1.479433,-0.664936,0.861819,0.918367,0.393461,0.285059
38,38,46,1.512310,-0.679712,0.880970,0.938776,0.393461,0.282650
38,38,47,1.545186,-0.694489,0.900122,0.959184,0.393461,0.280241
38,38,48,1.578062,-0.709265,0.919274,0.979592,0.393461,0.277832
38,38,49,1.610938,-0.724041,0.938425,1.000000,0.393461,0.275423
39,39,0,0.000000,-0.000000,0.000000,0.000000,0.383666,0.383666
39,39,1,0.034548,-0.009339,0.019626,0.020408,0.383666,0.381317
39,39,2,0.069097,-0.018677,0.039251,0.040816,0.383666,0.378968
39,39,3,0.103645,-0.028016,0.058877,0.061224,0.383666,0.376619
39,39,4,0.138194,-0.037355,0.078503,0.081633,0.383666,0.374270
39,39,5,0.172742,-0.046694,0.098128,0.102041,0.383666,0.371921
39,39,6,0.207291,-0.056032,0.117754,0.122449,0.383666,0.369572
39,39,7,0.241839,-0.065371,0.137379,0.142857,0.383666,0.367223
39,39,8,0.276388,-0.074710,0.157005,0.163265,0.383666,0.364874
39,39,9,0.310936,-0.084049,0.176631,0.183673,0.383666,0.362525
39,39,10,0.345484,-0.093387,0.196256,0.204082,0.383666,0.360176
39,39,11,0.380033,-0.102726,0.215882,0.224490,0.383666,0.357827
39,39,12,0.414581,-0.112065,0.235508,0.244898,0.383666,0.355478
39,39,13,0.449130,-0.121404,0.255133,0.265306,0.383666,0.353129
39,39,14,0.483678,-0.130742,0.274759,0.285714,0.383666,0.350780
39,39,15,0.518227,-0.140081,0.294385,0.306122,0.383666,0.348431
39,39,16,0.552775,-0.149420,0.314010,0.326531,0.383666,0.346082
39,39,17,0.587324,-0.158759,0.333636,0.346939,0.383666,0.343733
39,39,18,0.621872,-0.168097,0.353261,0.367347,0.383666,0.341384
39,39,19,0.656420,-0.177436,0.372887,0.387755,0.383666,0.339035
39,39,20,0.690969,-0.186775,0.392513,0.408163,0.383666,0.336686
39,39,21,0.725517,-0.196114,0.412138,0.428571,0.383666,0.334337
39,39,22,0.760066,-0.205452,0.431764,0.448980,0.383666,0.331988
39,39,23,0.794614,-0.214791,0.451390,0.469388,0.383666,0.329639
39,39,24,0.829163,-0.224130,0.471015,0.489796,0.383666,0.327290
39,39,25,0.863711,-0.233468,0.490641,0.510204,0.383666,0.324942
39,39,26,0.898260,-0.242807,0.510266,0.530612,0.383666,0.322593
39,39,27,0.932808,-0.252146,0.529892,0.551020,0.383666,0.320244
39,39,28,0.967356,-0.261485,0.549518,0.571429,0.383666,0.317895
39,39,29,1.001905,-0.270823,0.569143,0.591837,0.383666,0.315546
39,39,30,1.036453,-0.280162,0.588769,0.612245,0.383666,0.313197
39,39,31,1.071002,-0.289501,0.608395,0.632653,0.383666,0.310848
39,39,32,1.105550,-0.298840,0.628020,0.653061,0.383666,0.308499
39,39,33,1.140099,-0.308178,0.647646,0.673469,0.383666,0.306150
39,39,34,1.174647,-0.317517,0.667272,0.693878,0.383666,0.303801
39,39,35,1.209196,-0.326856,0.686897,0.714286,0.383666,0.301452
39,39,36,1.243744,-0.336195,0.706523,0.734694,0.383666,0.299103
39,39,37,1.278292,-0.345533,0.726148,0.755102,0.383666,0.296754
39,39,38,1.312841,-0.354872,0.745774,0.775510,0.383666,0.294405
39,39,39,1.347389,-0.364211,0.765400,0.795918,0.383666,0.292056
39,39,40,1.381938,-0.373550,0.785025,0.816327,0.383666,0.289707
39,39,41,1.416486,-0.382888,0.804651,0.836735,0.383666,0.287358
39,39,42,1.451035,-0.392227,0.824277,0.857143,0.383666,0.285009
39,39,43,1.485583,-0.401566,0.843902,0.877551,0.383666,0.282660
39,39,44,1.520132,-0.410905,0.863528,0.897959,0.383666,0.280311
39,39,45,1.554680,-0.420243,0.883154,0.918367,0.383666,0.277962
39,39,46,1.589228,-0.429582,0.902779,0.938776,0.383666,0.275613
39,39,47,1.623777,-0.438921,0.922405,0.959184,0.383666,0.273264
39,39,48,1.658325,-0.448259,0.942030,0.979592,0.383666,0.270915
39,39,49,1.692874,-0.457598,0.961656,1.000000,0.383666,0.268566
40,40,0,0.000000,-0.000000,0.000000,0.000000,0.374115,0.374115
40,40,1,0.035328,-0.003745,0.020096,0.020408,0.374115,0.371824
40,40,2,0.070657,-0.007489,0.040193,0.040816,0.374115,0.369534
40,40,3,0.105985,-0.011234,0.060289,0.061224,0.374115,0.367243
40,40,4,0.141313,-0.014978,0.080385,0.081633,0.374115,0.364953
40,40,5,0.176641,-0.018723,0.100482,0.102041,0.374115,0.362662
40,40,6,0.211970,-0.022468,0.120578,0.122449,0.374115,0.360372
40,40,7,0.247298,-0.026212,0.140674,0.142857,0.374115,0.358081
40,40,8,0.282626,-0.029957,0.160771,0.163265,0.374115,0.355791
40,40,9,0.317955,-0.033701,0.180867,0.183673,0.374115,0.353500
40,40,10,0.353283,-0.037446,0.200963,0.204082,0.374115,0.351210
40,40,11,0.388611,-0.041190,0.221059,0.224490,0.374115,0.348919
40,40,12,0.423940,-0.044935,0.241156,0.244898,0.374115,0.346629
40,40,13,0.459268,-0.048680,0.261252,0.265306,0.374115,0.344338
40,40,14,0.494596,-0.052424,0.281348,0.285714,0.374115,0.342048
40,40,15,0.529924,-0.056169,0.301445,0.306122,0.374115,0.339757
40,40,16,0.565253,-0.059913,0.321541,0.326531,0.374115,0.337467
40,40,17,0.600581,-0.063658,0.341637,0.346939,0.374115,0.335176
40,40,18,0.635909,-0.067403,0.361734,0.367347,0.374115,0.332886
40,40,19,0.671238,-0.071147,0.381830,0.387755,0.374115,0.330595
40,40,20,0.706566,-0.074892,0.401926,0.408163,0.374115,0.328305
40,40,21,0.741894,-0.078636,0.422023,0.428571,0.374115,0.326014
40,40,22,0.777223,-0.082381,0.442119,0.448980,0.374115,0.323724
40,40,23,0.812551,-0.086126,0.462215,0.469388,0.374115,0.321433
40,40,24,0.847879,-0.089870,0.482312,0.489796,0.374115,0.319143
40,40,25,0.883207,-0.093615,0.502408,0.510204,0.374115,0.316852
40,40,26,0.918536,-0.097359,0.522504,0.530612,0.374115,0.314562
40,40,27,0.953864,-0.101104,0.542601,0.551020,0.374115,0.312271
40,40,28,0.989192,-0.104848,0.562697,0.571429,0.374115,0.309981
40,40,29,1.024521,-0.108593,0.582793,0.591837,0.374115,0.307690
40,40,30,1.059849,-0.112338,0.602889,0.612245,0.374115,0.305400
40,40,31,1.095177,-0.116082,0.622986,0.632653,0.374115,0.303109
40,40,32,1.130506,-0.119827,0.643082,0.653061,0.374115,0.300819
40,40,33,1.165834,-0.123571,0.663178,0.673469,0.374115,0.298528
40,40,34,1.201162,-0.127316,0.683275,0.693878,0.374115,0.296238
40,40,35,1.236490,-0.131061,0.703371,0.714286,0.374115,0.293947
40,40,36,1.271819,-0.134805,0.723467,0.734694,0.374115,0.291657
40,40,37,1.307147,-0.138550,0.743564,0.755102,0.374115,0.289366
40,40,38,1.342475,-0.142294,0.763660,0.775510,0.374115,0.287076
40,40,39,1.377804,-0.146039,0.783756,0.795918,0.374115,0.284785
40,40,40,1.413132,-0.149784,0.803853,0.816327,0.374115,0.282495
40,40,41,1.448460,-0.153528,0.823949,0.836735,0.374115,0.280204
40,40,42,1.483789,-0.157273,0.844045,0.857143,0.374115,0.277914
40,40,43,1.519117,-0.161017,0.864142,0.877551,0.374115,0.275623
40,40,44,1.554445,-0.164762,0.884238,0.897959,0.374115,0.273333
40,40,45,1.589773,-0.168507,0.904334,0.918367,0.374115,0.271042
40,40,46,1.625102,-0.172251,0.924431,0.938776,0.374115,0.268752
40,40,47,1.660430,-0.175996,0.944527,0.959184,0.374115,0.266461
40,40,48,1.695758,-0.179740,0.964623,0.979592,0.374115,0.264171
40,40,49,1.731087,-0.183485,0.984719,1.000000,0.374115,0.261880
41,41,0,0.000000,0.000000,0.000000,0.000000,0.364801,0.364801
41,41,1,0.035209,0.001861,0.020563,0.020408,0.364801,0.362567
41,41,2,0.070417,0.003721,0.041127,0.040816,0.364801,0.360334
41,41,3,0.105626,0.005582,0.061690,0.061224,0.364801,0.358101
41,41,4,0.140835,0.007443,0.082254,0.081633,0.364801,0.355867
41,41,5,0.176044,0.009304,0.102817,0.102041,0.364801,0.353634
41,41,6,0.211252,0.011164,0.123381,0.122449,0.364801,0.351400
41,41,7,0.246461,0.013025,0.143944,0.142857,0.364801,0.349167
41,41,8,0.281670,0.014886,0.164508,0.163265,0.364801,0.346933
41,41,9,0.316878,0.016747,0.185071,0.183673,0.364801,0.344700
41,41,10,0.352087,0.018607,0.205635,0.204082,0.364801,0.342466
41,41,11,0.387296,0.020468,0.226198,0.224490,0.364801,0.340233
41,41,12,0.422504,0.022329,0.246762,0.244898,0.364801,0.337999
41,41,13,0.457713,0.024190,0.267325,0.265306,0.364801,0.335766
41,41,14,0.492922,0.026050,0.287889,0.285714,0.364801,0.333532
41,41,15,0.528131,0.027911,0.308452,0.306122,0.364801,0.331299
41,41,16,0.563339,0.029772,0.329016,0.326531,0.364801,0.329065
41,41,17,0.598548,0.031633,0.349579,0.346939,0.364801,0.326832
41,41,18,0.633757,0.033493,0.370143,0.367347,0.364801,0.324598
41,41,19,0.668965,0.035354,0.390706,0.387755,0.364801,0.322365
41,41,20,0.704174,0.037215,0.411270,0.408163,0.364801,0.320131
41,41,21,0.739383,0.039076,0.431833,0.428571,0.364801,0.317898
41,41,22,0.774591,0.040936,0.452397,0.448980,0.364801,0.315665
41,41,23,0.809800,0.042797,0.472960,0.469388,0.364801,0.313431
41,41,24,0.845009,0.044658,0.493524,0.489796,0.364801,0.311198
41,41,25,0.880218,0.046519,0.514087,0.510204,0.364801,0.308964
41,41,26,0.915426,0.048379,0.534651,0.530612,0.364801,0.306731
41,41,27,0.950635,0.050240,0.555214,0.551020,0.364801,0.304497
41,41,28,0.985844,0.052101,0.575778,0.571429,0.364801,0.302264
41,41,29,1.021052,0.053962,0.596341,0.591837,0.364801,0.300030
41,41,30,1.056261,0.055822,0.616905,0.612245,0.364801,0.297797
41,41,31,1.091470,0.057683,0.637468,0.632653,0.364801,0.295563
41,41,32,1.126678,0.059544,0.658032,0.653061,0.364801,0.293330
41,41,33,1.161887,0.061405,0.678595,0.673469,0.364801,0.291096
41,41,34,1.197096,0.063265,0.699159,0.693878,0.364801,0.288863
41,41,35,1.232305,0.065126,0.719722,0.714286,0.364801,0.286629
41,41,36,1.267513,0.066987,0.740286,0.734694,0.364801,0.284396
41,41,37,1.302722,0.068848,0.760849,0.755102,0.364801,0.282162
41,41,38,1.337931,0.070708,0.781413,0.775510,0.364801,0.279929
41,41,39,1.373139,0.072569,0.801976,0.795918,0.364801,0.277695
41,41,40,1.408348,0.074430,0.822540,0.816327,0.364801,0.275462
41,41,41,1.443557,0.076291,0.843103,0.836735,0.364801,0.273228
41,41,42,1.478766,0.078151,0.863667,0.857143,0.364801,0.270995
41,41,43,1.513974,0.080012,0.884230,0.877551,0.364801,0.268762
41,41,44,1.549183,0.081873,0.904794,0.897959,0.364801,0.266528
41,41,45,1.584392,0.083734,0.925357,0.918367,0.364801,0.264295
41,41,46,1.619600,0.085594,0.945921,0.938776,0.364801,0.262061
41,41,47,1.654809,0.087455,0.966484,0.959184,0.364801,0.259828
41,41,48,1.690018,0.089316,0.987048,0.979592,0.364801,0.257594
41,41,49,1.725226,0.091176,1.007611,1.000000,0.364801,0.255361
42,42,0,0.000000,0.000000,0.000000,0.000000,0.355719,0.355719
42,42,1,0.034206,0.007334,0.021027,0.020408,0.355719,0.353541
42,42,2,0.068412,0.014667,0.042054,0.040816,0.355719,0.351364
42,42,3,0.102618,0.022001,0.063081,0.061224,0.355719,0.349186
42,42,4,0.136824,0.029335,0.084108,0.081633,0.355719,0.347008
42,42,5,0.171030,0.036668,0.105135,0.102041,0.355719,0.344830
42,42,6,0.205236,0.044002,0.126163,0.122449,0.355719,0.342652
42,42,7,0.239442,0.051336,0.147190,0.142857,0.355719,0.340474
42,42,8,0.273648,0.058669,0.168217,0.163265,0.355719,0.338296
42,42,9,0.307854,0.066003,0.189244,0.183673,0.355719,0.336118
42,42,10,0.342060,0.073337,0.210271,0.204082,0.355719,0.333941
42,42,11,0.376266,0.080670,0.231298,0.224490,0.355719,0.331763
42,42,12,0.410472,0.088004,0.252325,0.244898,0.355719,0.329585
42,42,13,0.444678,0.095338,0.273352,0.265306,0.355719,0.327407
42,42,14,0.478884,0.102671,0.294379,0.285714,0.355719,0.325229
42,42,15,0.513090,0.110005,0.315406,0.306122,0.355719,0.323051
42,42,16,0.547296,0.117339,0.336433,0.326531,0.355719,0.320873
42,42,17,0.581502,0.124672,0.357461,0.346939,0.355719,0.318695
42,42,18,0.615708,0.132006,0.378488,0.367347,0.355719,0.316518
42,42,19,0.649914,0.139340,0.399515,0.387755,0.355719,0.314340
42,42,20,0.684120,0.146673,0.420542,0.408163,0.355719,0.312162
42,42,21,0.718326,0.154007,0.441569,0.428571,0.355719,0.309984
42,42,22,0.752532,0.161340,0.462596,0.448980,0.355719,0.307806
42,42,23,0.786738,0.168674,0.483623,0.469388,0.355719,0.305628
42,42,24,0.820944,0.176008,0.504650,0.489796,0.355719,0.303450
42,42,25,0.855150,0.183341,0.525677,0.510204,0.355719,0.301272
42,42,26,0.889356,0.190675,0.546704,0.530612,0.355719,0.299095
42,42,27,0.923562,0.198009,0.567732,0.551020,0.355719,0.296917
42,42,28,0.957768,0.205342,0.588759,0.571429,0.355719,0.294739
42,42,29,0.991974,0.212676,0.609786,0.591837,0.355719,0.292561
42,42,30,1.026180,0.220010,0.630813,0.612245,0.355719,0.290383
42,42,31,1.060386,0.227343,0.651840,0.632653,0.355719,0.288205
42,42,32,1.094592,0.234677,0.672867,0.653061,0.355719,0.286027
42,42,33,1.128798,0.242011,0.693894,0.673469,0.355719,0.283849
42,42,34,1.163004,0.249344,0.714921,0.693878,0.355719,0.281672
42,42,35,1.197210,0.256678,0.735948,0.714286,0.355719,0.279494
42,42,36,1.231416,0.264012,0.756975,0.734694,0.355719,0.277316
42,42,37,1.265622,0.271345,0.778002,0.755102,0.355719,0.275138
42,42,38,1.299828,0.278679,0.799030,0.775510,0.355719,0.272960
42,42,39,1.334034,0.286013,0.820057,0.795918,0.355719,0.270782
42,42,40,1.368241,0.293346,0.841084,0.816327,0.355719,0.268604
42,42,41,1.402447,0.300680,0.862111,0.836735,0.355719,0.266426
42,42,42,1.436653,0.308014,0.883138,0.857143,0.355719,0.264249
42,42,43,1.470859,0.315347,0.904165,0.877551,0.355719,0.262071
42,42,44,1.505065,0.322681,0.925192,0.897959,0.355719,0.259893
42,42,45,1.539271,0.330015,0.946219,0.918367,0.355719,0.257715
42,42,46,1.573477,0.337348,0.967246,0.938776,0.355719,0.255537
42,42,47,1.607683,0.344682,0.988273,0.959184,0.355719,0.253359
42,42,48,1.641889,0.352016,1.009300,0.979592,0.355719,0.251181
42,42,49,1.676095,0.359349,1.030328,1.000000,0.355719,0.249003
43,43,0,0.000000,0.000000,0.000000,0.000000,0.346864,0.346864
43,43,1,0.032359,0.012536,0.021487,0.020408,0.346864,0.344740
43,43,2,0.064719,0.025072,0.042974,0.040816,0.346864,0.342616
43,43,3,0.097078,0.037608,0.064461,0.061224,0.346864,0.340493
43,43,4,0.129437,0.050144,0.085948,0.081633,0.346864,0.338369
43,43,5,0.161797,0.062680,0.107435,0.102041,0.346864,0.336245
43,43,6,0.194156,0.075216,0.128922,0.122449,0.346864,0.334122
43,43,7,0.226515,0.087753,0.150409,0.142857,0.346864,0.331998
